siteid,TIMESTAMP,TA_F,SW_IN_F,LW_IN_F,VPD_F,PA_F,P_F,WS_F,TA_F_MDS,SW_IN_F_MDS,LW_IN_F_MDS,VPD_F_MDS,CO2_F_MDS,PPFD_IN,GPP_NT_VUT_REF,USTAR
FR-Pue,2013-08-22,21.075,269.95,342.516,9.553,98.075,0,2.378,21.075,269.95,342.516,9.553,384.744,548.88025,1.37866,0.270395555556
FR-Pue,2013-08-23,22.366,268.877,361.906,7.037,97.919,0,2.106,22.366,268.877,361.906,7.037,377.611,556.088875,1.4067,0.25726275
FR-Pue,2013-08-24,22.121,219.512,358.09,9.767,97.888,0,3.097,22.121,219.512,358.09,9.767,367.354,446.471708333,1.40226,0.524718157895
FR-Pue,2013-08-25,17.998,201.972,342.836,9.902,97.881,0,3.651,17.998,201.972,342.836,9.902,376.636,403.555104167,1.24665,0.637002826087
FR-Pue,2013-08-26,19.924,213.014,349.448,11.001,97.654,0.2,1.92,19.924,213.014,349.448,11.001,368.333,435.394979167,1.31814,0.28017
FR-Pue,2013-08-27,20.223,262.465,327.641,12.097,97.794,0,3.072,20.223,262.465,327.641,12.097,369.111,530.549104167,1.11443,0.556048235294
FR-Pue,2013-08-28,21.143,210.212,334.349,13.616,98.01,0,2.389,21.143,210.212,334.349,13.616,370.523,413.347680851,1.01316,0.389660714286
FR-Pue,2013-08-29,21.916,236.535,334.355,15.339,98.202,0,2.006,21.916,236.535,334.355,15.339,359.502,482.7966875,1.26841,0.253692142857
FR-Pue,2013-08-30,22.473,236.134,340.141,15.913,98.235,0,2.176,22.473,236.134,340.141,15.913,358.707,483.109708333,0.936181,0.304156666667
FR-Pue,2013-08-31,23.312,266.383,330.081,18.669,98.344,0,2.349,23.312,266.383,330.081,18.669,357.198,545.988270833,0.617816,0.324075111111
FR-Pue,2013-09-01,23.613,265.03,332.572,18.482,98.377,0,2.294,23.613,265.03,332.572,18.482,360.934,550.826333333,0.850329,0.33981675
FR-Pue,2013-09-02,22.525,273.168,314.992,21.225,98.581,0,2.624,22.525,273.168,314.992,21.225,365.605,559.349770833,0.788058,0.3276845
FR-Pue,2013-09-04,22.129,262.137,333.945,14.565,98.504,0,2.252,22.129,262.137,333.945,14.565,378.01,545.298541667,0.731514,0.268745277778
FR-Pue,2013-09-05,21.786,244.863,329.425,15.125,98.112,0,2.159,21.786,251.053,331.7,15.125,382.983,261.137621622,NA,0.219988965517
FR-Pue,2013-09-06,20.801,249.621,340.618,11.007,97.802,0,2.209,20.801,249.621,340.618,11.007,379.513,469.240413043,1.21992,0.281662432432
FR-Pue,2013-09-07,18.129,56.998,389.869,1.374,98.252,53,2.049,18.129,56.998,389.869,1.374,387.693,121.161020833,0.606302,0.24998627907
FR-Pue,2013-09-08,18.397,189.016,365.012,4.674,98.881,0.4,2.408,18.397,189.016,365.012,4.674,391.835,363.477148936,1.31318,0.393482439024
FR-Pue,2013-09-09,18.19,257.438,318.168,9.744,98.919,0,3.261,18.19,257.438,318.168,9.744,379.26,530.784041667,1.35678,0.537576304348
FR-Pue,2013-09-10,19.606,248.487,326.953,9.776,98.298,0.2,3.463,19.606,248.487,326.953,9.776,376.387,468.404913043,1.7084,0.582752340426
FR-Pue,2013-09-11,16.571,251.798,292.815,9.758,98.425,0,3.266,16.571,251.798,292.815,9.758,381.437,506.604604167,1.67071,0.545081555556
FR-Pue,2013-09-12,15.927,170.857,321.757,7.552,98.59,0,3.903,15.927,170.857,321.757,7.552,386.117,295.924978261,1.99448,0.682777333333
FR-Pue,2013-09-13,18.933,247.131,310.948,10.464,98.59,0,3.005,18.933,247.131,310.948,10.464,380.835,507.2421875,2.22737,0.510575909091
FR-Pue,2013-09-14,19.37,240.78,335.467,7.685,98.246,0,2.251,19.37,240.78,335.467,7.685,382.683,501.228958333,2.37441,0.294004390244
FR-Pue,2013-09-15,15.332,161.405,330.572,4.858,98.16,0.8,3.773,15.332,161.405,330.572,4.858,388.956,322.6225,2.10516,0.6571225
FR-Pue,2013-09-16,16.008,150.154,321.374,6.904,97.825,0,3.436,16.008,150.154,321.374,6.904,385.299,311.4800625,2.30981,0.58336673913
FR-Pue,2013-09-17,15.489,216.775,333.303,7.026,97.963,0,4.234,15.489,216.775,333.303,7.026,383.251,439.445791667,2.08425,0.689203125
FR-Pue,2013-09-18,18.543,199.852,358.031,5.664,97.777,4.2,4.259,18.543,199.852,358.031,5.664,378.158,406.9294375,1.97952,0.704602222222
FR-Pue,2013-09-19,17.028,243.065,300.968,7.887,98.083,0.2,4.823,17.028,243.065,300.968,7.887,379.175,489.095708333,1.5757,0.840597777778
FR-Pue,2013-09-20,18.816,183.217,322.621,8.741,98.258,0.4,4.204,18.816,183.217,322.621,8.741,380.36,377.410958333,1.83396,0.732071590909
FR-Pue,2013-09-21,20.735,227.336,309.921,12.984,98.552,0,1.54,20.735,227.336,309.921,12.984,371.538,466.428895833,2.518,0.208664090909
FR-Pue,2013-09-22,18.294,216.657,310.955,9.475,98.85,0,1.932,18.294,216.657,310.955,9.475,376.428,449.331645833,2.67906,0.239297894737
FR-Pue,2013-09-23,17.833,225.176,309.413,8.476,98.592,0,1.993,17.833,225.176,309.413,8.476,383.563,463.3418125,2.7845,0.241053714286
FR-Pue,2013-09-24,16.407,104.23,361.083,2.239,98.298,0,1.584,16.407,104.23,361.083,2.239,388.504,210.363770833,1.90765,0.23028075
FR-Pue,2013-09-25,18.503,111.669,371.878,1.59,98.096,0,1.816,18.503,111.669,371.878,1.59,380.346,232.036520833,2.69957,0.204594761905
FR-Pue,2013-09-26,17.913,38.214,390.804,0.001,98.346,0.2,1.587,17.913,38.214,390.804,0.001,392.389,81.5185416667,1.41096,0.167928611111
FR-Pue,2013-09-27,18.795,60.228,401.656,0.211,98.248,0,1.881,18.795,60.228,401.656,0.211,388.82,124.1666875,1.87062,0.2561065
FR-Pue,2013-09-28,18.079,22.273,397.442,0.047,97.91,11.6,2.876,18.079,22.273,397.442,0.047,382.141,49.2367708333,0.986526,0.424061666667
FR-Pue,2013-09-29,18.743,157.029,369.913,4.191,97.817,1.2,2.11,18.743,157.029,369.913,4.191,380.922,325.1911875,2.24884,0.308877777778
FR-Pue,2013-09-30,19.804,174.379,340.238,8.314,97.542,0,2.609,19.804,174.379,340.238,8.314,370.274,361.255291667,2.35764,0.407457555556
FR-Pue,2013-10-01,19.715,200.928,296.242,7.103,97.498,0,1.97,19.715,200.928,296.242,7.103,375.926,414.816666667,2.1545,0.2855771875
FR-Pue,2013-10-02,19.115,191.204,264.145,4.765,97.854,0,1.79,19.115,191.204,264.145,4.765,387.853,382.241208333,2.10839,0.256591944444
FR-Pue,2013-10-03,17.654,7.703,299.22,3.532,98.431,2.02,1.717,17.654,7.703,299.22,3.532,380.544,20.3265208333,-0.0277169,0.312243
FR-Pue,2013-10-09,16.459,154.687,321.818,8.032,98.585,0,2.204,16.459,154.687,321.818,8.032,401.342,312.1613125,2.32469,0.370639761905
FR-Pue,2013-10-10,13.69,109.273,297.169,6.44,98.146,0,3.947,13.69,109.273,297.169,6.44,402.736,221.114416667,1.83721,0.629319285714
FR-Pue,2013-10-11,9.787,192.766,251.375,6.17,98.2,0,3.044,9.787,192.766,251.375,6.17,412.284,377.594395833,2.16425,0.531579761905
FR-Pue,2013-10-12,9.794,143.51,308.788,3.302,98.485,0,2.233,9.794,143.51,308.788,3.302,417.775,262.623489362,2.20534,0.303704871795
FR-Pue,2013-10-13,14.079,167.187,310.553,3.882,98.61,0,1.606,14.079,167.187,310.553,3.882,415.938,340.136729167,2.7522,0.175690512821
FR-Pue,2013-10-14,14.433,156.915,333.729,2.206,98.583,0,1.833,14.433,156.915,333.729,2.206,419.541,319.197895833,2.4885100000000002,0.2355371875
FR-Pue,2013-10-15,14.194,52.252,363.397,0.455,98.433,0.2,1.777,14.194,52.252,363.397,0.455,425.278,108.1885625,1.15227,0.165361351351
FR-Pue,2013-10-16,19.378,168.778,340.074,7.575,98.202,0,3.724,19.378,168.778,340.074,7.575,393.862,341.595,1.93759,0.600902105263
FR-Pue,2013-10-17,18.025,172.451,295.839,10.419,98.392,0,2.214,18.025,172.451,295.839,10.419,380.912,350.131479167,2.37716,0.370095238095
FR-Pue,2013-10-18,13.931,81.54,348.317,3.303,98.34,0,2.275,13.931,81.54,348.317,3.303,406.313,164.654416667,2.33026,0.297088780488
FR-Pue,2013-10-19,16.325,11.535,393.272,0,98.777,4.6,3.198,16.325,11.535,393.272,0,404.069,25.6955833333,0.119864,0.531785869565
FR-Pue,2013-10-20,15.624,12.926,390.413,0,99.208,23,3.28,15.624,12.926,390.413,0,410.756,28.8762708333,0.148473,0.499565869565
FR-Pue,2013-10-21,16.233,21.506,394.275,0,99.26,1.8,2.698,16.233,21.506,394.275,0,415.849,45.717375,-0.0243958,0.418762391304
FR-Pue,2013-10-22,17.906,11.186,400.699,0,98.852,1.4,4.146,17.906,11.186,400.699,0,394.338,24.8578125,0.517573,0.684722826087
FR-Pue,2013-10-23,19.19,122.224,352.31,4.146,98.662,1.6,2.067,19.19,122.224,352.31,4.146,374.948,251.7490625,1.86188,0.281511555556
FR-Pue,2013-10-24,14.99,63.732,345.422,0.557,99.158,1.2,2.321,14.99,63.732,345.422,0.557,398.972,128.203854167,1.1406,0.329502894737
FR-Pue,2013-10-25,17.395,17.317,398.232,0,99.581,6.6,3.688,17.395,17.317,398.232,0,385.241,37.3916041667,0.473879,0.616193191489
